ASV_194	0	0	0	0	0	0	0	23	0	0	0	0	0	0	12	15	0	0	0	0	14
ASV_195	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	33	16	0	0	0
ASV_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	18	9	9	0
ASV_197	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	33	16	0	0	0
ASV_198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	7	25	0
ASV_199	12	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	32	0	0	0	0
ASV_200	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	28	16	0	0	0
ASV_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	16	0
ASV_202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	20	0	6	0
ASV_203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0
ASV_204	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	34	0	0	15	0
ASV_205	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	7	17	16	8	0	0
ASV_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	46	0	0	0	0
ASV_207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	26	0	0	0
ASV_208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	28	0
ASV_209	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
ASV_210	10	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	25	0	9	0	0
ASV_211	0	0	0	0	29	0	0	0	0	0	0	0	0	0	11	0	0	0	19	0	0
ASV_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	28	0
ASV_213	10	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0
ASV_214	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	27	13	0	9	0
ASV_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0
ASV_216	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0
ASV_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	31	0	0	0
ASV_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0
ASV_220	5	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0
ASV_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	15	9	0
ASV_223	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
